PROFILE_ID,MONTH_BALANCE,BEGINNING_TOTAL_HOLDINGS_GBP,END_TOTAL_HOLDINGS_GBP,BEGINNING_EQUITY_GBP,END_EQUITY_GBP,BEGINNING_INTEREST_GBP,END_INTEREST_GBP
35708463,2023-06-01,50,50,,,,
37553759,2023-03-01,,45.78,,,,
37347735,2023-05-01,1.45,1.36,,,,
39182828,2023-06-01,0,0,,,,
35798827,2023-02-01,0,0,,,,
35519703,2023-05-01,15.02,15.02,,,,
36383222,2023-03-01,,0,,,,
40203936,2023-05-01,,1096.48,,,,
35265099,2023-02-01,0,0,,,,
39671342,2023-05-01,,9.61,,,,
38970915,2023-05-01,0,0,,,,
35354849,2023-03-01,1280.73,1177.66,,,,
36736269,2023-05-01,382.82,1391.9,,,,
38444756,2023-06-01,15.96,15.85,,,,
40137979,2023-06-01,100,436,,,,
41070205,2023-06-01,,18.13,,,,
40686041,2023-06-01,,20,,,,
39342281,2023-06-01,50.54,100.54,,,,
35284037,2023-06-01,20,20,,,,
38182496,2023-05-01,15.03,9.2,,,,
36583599,2023-04-01,0,30,,,,
37409665,2023-04-01,0,0,,,,
36632796,2023-06-01,-7.37,0,,,,
37990165,2023-06-01,1815,1782,,,,
35385597,2023-04-01,0,0,,,,
40295309,2023-06-01,191.82,60.45,,,,
37078670,2023-06-01,20,0,,,,
37968496,2023-04-01,281.15,0,,,,
38081978,2023-05-01,511.98,500.98,,,,
39622806,2023-05-01,,0,,,,
37832273,2023-04-01,0,0,,,,
39822638,2023-05-01,,1.33,,,,
36078498,2023-03-01,51.71,79.97,,,,
36994071,2023-04-01,0,0,,,,
36150588,2023-02-01,0,0,,,,
38587743,2023-04-01,,0,,,,
40150478,2023-05-01,,31.1,,,,
38936716,2023-04-01,,20,,,,
37877201,2023-05-01,0,0,,,,
37109750,2023-02-01,,61.93,,,,
35623428,2023-03-01,75.86,74.78,,,,
38355981,2023-04-01,,0,,,,
35549106,2023-03-01,7,7,,,,
35949609,2023-01-01,,0,,,,
39028521,2023-04-01,,4.05,,,,
37420644,2023-04-01,0,0,,,,
35771085,2023-04-01,0,0,,,,
35522011,2023-04-01,0,0,,,,
35405673,2023-05-01,3749.76,3988.46,,,,
36469704,2023-05-01,308.68,25.38,,,,
36791234,2023-03-01,0,13.71,,,,
35852485,2023-04-01,,0,,,,
35943131,2023-02-01,0,0,,,,
35843311,2023-01-01,,0,,,,
37973374,2023-05-01,88.15,37.23,,,,
36763322,2023-05-01,0,0,,,,
39065084,2023-04-01,,0,,,,
36991505,2023-05-01,0,0,,,,
36763771,2023-05-01,1.59,16.79,,,,
37355629,2023-03-01,,0,,,,
40243100,2023-05-01,,20,,,,
37311874,2023-04-01,143.46,752.43,,,,
38558747,2023-05-01,20,20,,,,
37195257,2023-03-01,20,1060.5,,,,
36672587,2023-04-01,17.85,16.03,,,,
38085804,2023-03-01,,20,,,,
35759952,2023-05-01,93.01,90.34,,,,
36016805,2023-02-01,20,20,,,,
37030634,2023-05-01,0,0,,,,
36574529,2023-02-01,,0,,,,
39921855,2023-05-01,,0,,,,
36940982,2023-05-01,34.54,34.54,,,,
37734432,2023-04-01,,100,,,,
38022909,2023-05-01,0,0,,,,
36910116,2023-05-01,996.99,20,,,,
37027277,2023-03-01,0,8.56,,,,
35708463,2023-04-01,0,50,,,,
38970915,2023-04-01,,0,,,,
35453205,2023-04-01,20,0.79,,,,
37127117,2023-02-01,,10,,,,
35997170,2023-04-01,200,200,,,,
35387689,2023-01-01,,239.08,,,,
37320237,2023-03-01,,232.95,,,,
38864907,2023-04-01,,0,,,,
35425116,2023-01-01,,0,,,,
38627909,2023-05-01,3203.49,6203.49,,,,
37678897,2023-04-01,0,0,,,,
39830567,2023-05-01,,0,,,,
35562455,2023-03-01,0,0,,,,
37165205,2023-04-01,157.12,1.66,,,,
37185674,2023-05-01,,5.3,,,,
40720744,2023-06-01,,1520,,,,
39076344,2023-04-01,,1,,,,
36059503,2023-06-01,2210.3,1659.12,,,,
40970975,2023-06-01,,0,,,,
38750369,2023-06-01,21.96,17.91,,,,
36664798,2023-03-01,0,0,,,,
37511931,2023-03-01,,10,,,,
35943131,2023-05-01,0,0,,,,
36728804,2023-06-01,20.96,305.94,,,,
35306636,2023-06-01,116.38,294.48,,,,
37024388,2023-05-01,0,0,,,,
37832982,2023-04-01,4,40.58,,,,
38068538,2023-04-01,0,0,,,,
37368214,2023-04-01,0,0,,,,
37379057,2023-04-01,0,0.29,,,,
36058233,2023-05-01,0,0,,,,
36376340,2023-02-01,,0,,,,
36216432,2023-04-01,167.41,1.99,,,,
35835618,2023-03-01,0,0,,,,
36176370,2023-02-01,20,20,,,,
37195555,2023-06-01,4.27,4.27,,,,
36345575,2023-04-01,20.01,20.01,,,,
36307188,2023-04-01,0,0,,,,
36344147,2023-03-01,10,7.82,,,,
41103413,2023-06-01,,0,,,,
39852780,2023-06-01,500,500,,,,
39105499,2023-06-01,40.39,118.52,,,,
37722123,2023-03-01,,0,,,,
37993979,2023-05-01,19,19,,,,
36808092,2023-05-01,13.26,13.26,,,,
35306709,2023-05-01,0,0,,,,
36574448,2023-02-01,,20,,,,
36408964,2023-03-01,20,208.31,,,,
37568903,2023-05-01,2,2.47,,,,
35730109,2023-01-01,,5.03,,,,
35988877,2023-03-01,0,358.58,,,,
36915449,2023-04-01,0.32,10.32,,,,
36897882,2023-02-01,,0,,,,
36651690,2023-05-01,0,0,,,,
37146043,2023-04-01,0,0,,,,
39572988,2023-05-01,,18.46,,,,
39743361,2023-05-01,,20,,,,
36511435,2023-03-01,0,0,,,,
37323922,2023-05-01,0,7.41,,,,
41102000,2023-06-01,,4.84,,,,
39808505,2023-06-01,120,120,,,,
40559216,2023-06-01,,0,,,,
35814731,2023-02-01,0,0,,,,
36707604,2023-03-01,25.11,4.4,,,,
37111581,2023-06-01,131.76,309.77,,,,
37731190,2023-04-01,0,9300.8,,,,
38394923,2023-05-01,2069.9,2076.49,,,,
37523107,2023-05-01,977.66,9.12,,,,
36190521,2023-02-01,50,50,,,,
36376268,2023-04-01,0,20,,,,
36672587,2023-06-01,33.48,30.72,,,,
36256108,2023-06-01,0,0,,,,
39205393,2023-06-01,4.09,284.33,,,,
40596994,2023-06-01,,20,,,,
37578988,2023-05-01,2.93,2364.41,,,,
35844115,2023-05-01,0,0,,,,
37474166,2023-05-01,1027.96,596.19,,,,
40736395,2023-06-01,,0.92,,,,
37559178,2023-03-01,,0.38,,,,
40151608,2023-06-01,516.72,701.72,,,,
39145214,2023-04-01,,30,,,,
36127937,2023-03-01,165,142.48,,,,
38534536,2023-05-01,0,0,,,,
36058009,2023-03-01,0,0,,,,
38281104,2023-05-01,0,0,,,,
36192810,2023-05-01,0,0,,,,
36256793,2023-04-01,0.09,0.09,,,,
35895805,2023-04-01,5.38,5.3,,,,
35285415,2023-01-01,,631.8,,,,
37462139,2023-05-01,63.25,63.25,,,,
40618906,2023-06-01,,1,,,,
40202099,2023-06-01,1.44,0.71,,,,
36853643,2023-06-01,6.87,7.49,,,,
37913646,2023-06-01,175.51,308,,,,
40322621,2023-06-01,0,0,,,,
39827415,2023-05-01,,311.2,,,,
35984676,2023-01-01,,0,,,,
37862171,2023-04-01,0,0,,,,
37376491,2023-04-01,13.78,13.78,,,,
39697501,2023-06-01,0,0,,,,
36140377,2023-06-01,0,0,,,,
35840344,2023-02-01,0,220.47,,,,
35898802,2023-04-01,0,0,,,,
38630904,2023-05-01,140.14,3690.03,,,,
39510578,2023-06-01,0,0,,,,
36467674,2023-05-01,0,0,,,,
36557764,2023-05-01,0,0,,,,
35488919,2023-04-01,0,0,,,,
36531774,2023-06-01,,0,,,,
38512511,2023-05-01,155.7,155.7,,,,
36773206,2023-05-01,0,22.95,,,,
37514827,2023-06-01,21.09,21.09,,,,
36738488,2023-04-01,3.34,0,,,,
36658661,2023-03-01,230.41,1.28,,,,
36891231,2023-05-01,3.82,1.8,,,,
37159243,2023-05-01,202.29,15.71,,,,
36633857,2023-05-01,0,0,,,,
36664798,2023-04-01,0,0,,,,
35606062,2023-04-01,9020.33,2.43,,,,
35345926,2023-05-01,0,0,,,,
36502561,2023-04-01,,15.93,,,,
35560560,2023-04-01,50,50,,,,
38848417,2023-05-01,31.4,17.75,,,,
41199169,2023-06-01,,20,,,,
39472853,2023-06-01,20,20,,,,
38532745,2023-06-01,0,0,,,,
35488368,2023-06-01,-3.53,-3.53,,,,
35287311,2023-06-01,672.07,603.13,,,,
35427269,2023-05-01,340,340,,,,
37411347,2023-05-01,273.75,877.89,,,,
38768563,2023-04-01,,0,,,,
40336133,2023-06-01,,0,,,,
35341819,2023-06-01,177.3,27.33,,,,
35820869,2023-06-01,6938.65,6716.59,,,,
38357568,2023-06-01,11594.6,23970.95,,,,
35606569,2023-03-01,0,0,,,,
37744226,2023-05-01,0,0,,,,
39410413,2023-05-01,,0,,,,
38149777,2023-05-01,894.03,1143.17,,,,
35812325,2023-04-01,8.04,7.89,,,,
40347190,2023-06-01,,0,,,,
36582173,2023-05-01,617.78,240.9,,,,
37653737,2023-06-01,0,0,,,,
37733854,2023-05-01,0,0,,,,
38225810,2023-05-01,4.3,0,,,,
35482059,2023-04-01,20,20,,,,
36833670,2023-02-01,,26.37,,,,
40449274,2023-06-01,,0,,,,
38206110,2023-06-01,0,0.02,,,,
35485282,2023-02-01,,0,,,,
36765266,2023-05-01,0,0,,,,
36119307,2023-03-01,33.76,3.37,,,,
40124148,2023-05-01,,129.38,,,,
36278637,2023-04-01,10,30,,,,
35646372,2023-02-01,20,20,,,,
35644183,2023-04-01,25916.83,62023.21,,,,
36994446,2023-04-01,7.58,7.58,,,,
35421371,2023-01-01,,2500.17,,,,
36259022,2023-04-01,4.23,4.09,,,,
35547574,2023-03-01,6.01,6.01,,,,
36986557,2023-03-01,50,519.66,,,,
36149608,2023-05-01,5.03,3.71,,,,
38521733,2023-05-01,20,20,,,,
38196218,2023-03-01,,20,,,,
35855119,2023-04-01,54.54,79.74,,,,
36473691,2023-04-01,0,0,,,,
40161230,2023-05-01,,0,,,,
36654491,2023-05-01,0,0,,,,
38960384,2023-04-01,,0,,,,
39671860,2023-05-01,,20,,,,
37426600,2023-03-01,,0,,,,
35252519,2023-03-01,0,1.49,,,,
36567026,2023-03-01,50,50,,,,
39024845,2023-04-01,,0,,,,
35714760,2023-05-01,0,240,,,,
39170338,2023-05-01,0,0,,,,
35537333,2023-03-01,0,0,,,,
37313952,2023-05-01,16.02,16.07,,,,
36168920,2023-02-01,0,36.64,,,,
37064612,2023-03-01,0,8.11,,,,
39010539,2023-04-01,,0,,,,
35935836,2023-04-01,3.5,5.8,,,,
39218476,2023-04-01,,0,,,,
38879119,2023-04-01,,13,,,,
36548046,2023-04-01,0.36,0.36,,,,
38882707,2023-05-01,20,20,,,,
35458069,2023-05-01,2.15,2.15,,,,
35869751,2023-04-01,2.67,0.91,,,,
38394461,2023-04-01,,0,,,,
40210858,2023-05-01,,0,,,,
40164304,2023-05-01,,10,,,,
35987281,2023-02-01,43,43,,,,
39104442,2023-05-01,20,20,,,,
37015761,2023-03-01,,16811.72,,,,
37521255,2023-03-01,,52.2,,,,
37986157,2023-04-01,4.75,103.84,,,,
36345507,2023-03-01,271.2,83.9,,,,
35887568,2023-01-01,,0,,,,
36616199,2023-02-01,,0,,,,
36378252,2023-02-01,,0,,,,
35453392,2023-01-01,,1.62,,,,
35287311,2023-02-01,4.36,657.28,,,,
38987286,2023-05-01,0,0,,,,
35389559,2023-04-01,10.64,10.61,,,,
37146709,2023-05-01,9.24,9.27,,,,
39358297,2023-05-01,,0,,,,
37659281,2023-03-01,,3.58,,,,
36344540,2023-04-01,639.23,750,,,,
35385308,2023-05-01,102.61,100.37,,,,
37483529,2023-06-01,11.58,11.58,,,,
35992480,2023-01-01,,20,,,,
35911497,2023-02-01,,0,,,,
37988849,2023-05-01,0,0,,,,
36555540,2023-03-01,1035.3,24.16,,,,
39131905,2023-06-01,0,0,,,,
40085591,2023-06-01,0,0,,,,
40934611,2023-06-01,,3.91,,,,
35998554,2023-02-01,0.41,246.31,,,,
36115629,2023-03-01,1493.91,89.35,,,,
39448238,2023-06-01,,0,,,,
36338180,2023-05-01,10.52,10.52,,,,
35651852,2023-04-01,0.36,1.01,,,,
36531601,2023-03-01,1.47,1.47,,,,
38944839,2023-04-01,,0,,,,
37344042,2023-04-01,0,0,,,,
37735484,2023-04-01,27.37,0,,,,
35407159,2023-01-01,,0,,,,
35339850,2023-03-01,208.9,206.17,,,,
36603479,2023-02-01,,501,,,,
38004159,2023-03-01,,0,,,,
36756614,2023-06-01,278.23,40.25,,,,
37656008,2023-05-01,0,0,,,,
36229700,2023-05-01,0,0,,,,
39148279,2023-05-01,10,10,,,,
40514646,2023-06-01,,79.46,,,,79.46
36888718,2023-03-01,20,487.5,,,,
36095601,2023-03-01,20,20,,,,
35262559,2023-03-01,5.65,38.27,,,,
37442579,2023-04-01,15.01,236.19,,,,
39789792,2023-06-01,0,0,,,,
36362392,2023-06-01,1568.94,5325.39,,,,
35292626,2023-05-01,107.11,71.27,,,,
38441900,2023-05-01,52.39,0.65,,,,
35936486,2023-03-01,0.9,1.58,,,,
35953451,2023-03-01,87.13,131.26,,,,
39583802,2023-06-01,17.18,8125.68,,,,
41069504,2023-06-01,,0,,,,
36601213,2023-06-01,0,0,,,,
37406397,2023-04-01,145.16,351.86,,,,
35344720,2023-03-01,2577.91,1823.02,,,,
36632601,2023-03-01,0,0,,,,
37722175,2023-05-01,44.16,44.16,,,,
36480026,2023-02-01,,13,,,,
35938477,2023-04-01,15.28,8.22,,,,
35630253,2023-06-01,228.4,61.64,,,,
38077210,2023-06-01,24714.07,27235.33,,,,
35898741,2023-06-01,0,0,,,,
40166292,2023-06-01,17.18,2646.22,,,,1200.16
37165205,2023-06-01,1.66,1.65,,,,
38711367,2023-06-01,3.04,3.02,,,,
38054451,2023-03-01,,0.62,,,,
36884483,2023-04-01,275,107,,,,
37264654,2023-06-01,0,0,,,,
36792375,2023-05-01,0,0,,,,
37899234,2023-04-01,1383.97,11.97,,,,
36267375,2023-05-01,156.33,17.1,,,,
40407961,2023-06-01,,6.77,,,,
40017830,2023-06-01,0,0,,,,
36435976,2023-06-01,20,20,,,,
37723666,2023-06-01,79.1,47.86,,,,
38002686,2023-03-01,,55.71,,,,
37931367,2023-06-01,30.48,60.52,,,,
40707716,2023-06-01,,0.53,,,,
38471288,2023-06-01,,90.63,,,,
35990593,2023-06-01,0,0,,,,
37340034,2023-06-01,250.34,22.83,,,,
36924990,2023-04-01,0,0,,,,
36690954,2023-05-01,0.2,18.68,,,,
38655638,2023-05-01,2,0,,,,
36135001,2023-06-01,0,0,,,,
37204947,2023-03-01,11,167.94,,,,
35590987,2023-04-01,255.73,11.63,,,,
37872763,2023-03-01,,0,,,,
37195555,2023-05-01,4.27,4.27,,,,
35837180,2023-04-01,88.48,86.92,,,,
37656249,2023-04-01,0,483.19,,,,
39690252,2023-05-01,,28.72,,,,
37877677,2023-04-01,982.87,1767.58,,,,
35713445,2023-04-01,0.61,0.61,,,,
35405673,2023-01-01,,1284.91,,,,
36434033,2023-03-01,0,0,,,,
35560560,2023-02-01,50,50,,,,
37264760,2023-03-01,,0,,,,
35507178,2023-01-01,,3533.68,,,,
37596773,2023-05-01,3823.97,3376.92,,,,
35987433,2023-02-01,504,504,,,,
36888023,2023-04-01,0,5790.74,,,,
36139001,2023-06-01,6.34,90.8,,,,
38534536,2023-06-01,0,0,,,,
36502561,2023-06-01,15.96,325.08,,,,
39775448,2023-06-01,,13.47,,,,
36139664,2023-02-01,0.06,0.06,,,,
36501697,2023-06-01,22.02,0,,,,
35821716,2023-02-01,,558.4,,,,
38955240,2023-05-01,67.41,12.15,,,,
35506834,2023-05-01,39.21,39.26,,,,
38434600,2023-06-01,0,0,,,,
39879977,2023-06-01,821.69,81.7,,,,
36984823,2023-06-01,0,0,,,,
41002399,2023-06-01,,0,,,,
36337404,2023-04-01,,0,,,,
38890953,2023-05-01,,0.53,,,,
35989248,2023-03-01,0,0,,,,
38042475,2023-06-01,0,0,,,,
36313927,2023-05-01,0,0,,,,
36203743,2023-01-01,,1899.46,,,,
37612906,2023-04-01,0,0,,,,
35447946,2023-04-01,0,0,,,,
36987932,2023-05-01,0,0,,,,
36473359,2023-05-01,20,20,,,,
35559942,2023-03-01,0,0,,,,
36317267,2023-03-01,1189.3,3811.68,,,,
35321566,2023-02-01,0,0,,,,
35444177,2023-04-01,6.25,2167.79,,,,
38976949,2023-05-01,0,0,,,,
35659659,2023-05-01,2414.52,2692.54,,,,
39423525,2023-06-01,0.01,0.01,,,,
38706621,2023-06-01,72.47,418.83,,,,
40658695,2023-06-01,,0,,,,
36230312,2023-05-01,0,0,,,,
35989248,2023-06-01,50,50,,,,
40769516,2023-06-01,,62.7,,,,
40588619,2023-06-01,,0,,,,
40814231,2023-06-01,,4.62,,,,
36213555,2023-05-01,167.9,720.42,,,,
41256584,2023-06-01,,119.87,,,,
37410792,2023-06-01,598.59,594.55,,,,
35739097,2023-06-01,14.68,188.1,,,,
35711172,2023-03-01,216.32,216.57,,,,
36639458,2023-06-01,1.7,1.7,,,,
36878754,2023-04-01,20,20,,,,
36838979,2023-05-01,0,0,,,,
35541038,2023-06-01,0.17,0.17,,,,
36370003,2023-04-01,48.67,49.95,,,,
38149923,2023-05-01,0,0,,,,
35430364,2023-01-01,,8.5,,,,
38700240,2023-05-01,13,13,,,,
38358960,2023-04-01,,0.33,,,,
37586156,2023-04-01,16.22,15.93,,,,
37331424,2023-03-01,,0,,,,
36334478,2023-05-01,27.77,25.77,,,,
36948346,2023-06-01,0,0,,,,
38196196,2023-06-01,,7.05,,,,
35440949,2023-02-01,0,0,,,,
37277828,2023-05-01,13.3,13.34,,,,
40103452,2023-05-01,,2.75,,,,
37399923,2023-06-01,2500.15,494.43,,,,
35448365,2023-02-01,20,0,,,,
40283085,2023-05-01,,0,,,,
36682684,2023-04-01,41.91,92.88,,,,
38830535,2023-06-01,3,27.75,,,,
36853560,2023-03-01,3.6,0,,,,
35678859,2023-03-01,0.7,0,,,,
38495018,2023-05-01,1386,1386,,,,
38945824,2023-06-01,20,20,,,,
38199279,2023-05-01,20,20,,,,
39961490,2023-06-01,563.56,125.14,,,,
37561014,2023-05-01,0,0,,,,
37302137,2023-03-01,,219.14,,,,
35981423,2023-05-01,966.44,6.02,,,,
37896387,2023-04-01,20,115.47,,,,
36199246,2023-04-01,252.25,749.01,,,,
35388706,2023-03-01,143.46,213.46,,,,
36996404,2023-02-01,,0,,,,
38320177,2023-05-01,1514.19,707.42,,,,
35537721,2023-03-01,,2.43,,,,
38126275,2023-04-01,,109.85,,,,
35252187,2023-01-01,31,765.42,,,,
39056718,2023-05-01,13,17.04,,,,
38910638,2023-06-01,0,50,,,,
35399705,2023-06-01,0,0,,,,
37957047,2023-06-01,0,0,,,,
39994176,2023-06-01,0,91.05,,,,
38807761,2023-06-01,20,20,,,,
35425615,2023-01-01,,0,,,,
36599804,2023-03-01,97.92,10885.44,,,,
39144469,2023-04-01,,0,,,,
37563033,2023-04-01,1153,1533,,,,
37277267,2023-05-01,3.96,3.96,,,,
37091633,2023-05-01,437.74,0,,,,
37804646,2023-03-01,,5.25,,,,
37685163,2023-06-01,0,0,,,,
37863622,2023-06-01,40,40,,,,
38675166,2023-06-01,5.15,6.98,,,,
40179839,2023-06-01,9.33,7.43,,,,
39945896,2023-05-01,,25.03,,,,
39679189,2023-06-01,39.81,35.77,,,,
39272037,2023-06-01,0,0,,,,
36199246,2023-06-01,95.31,10.05,,,,
38584539,2023-05-01,11.48,6.98,,,,
36876335,2023-05-01,0,0,,,,
35682663,2023-04-01,0,0,,,,
36624058,2023-02-01,,0,,,,
36771763,2023-04-01,0,0,,,,
36578774,2023-05-01,8713.17,4797.99,,,,
40190982,2023-06-01,,40,,,,
37061076,2023-03-01,0,0,,,,
38695096,2023-04-01,,0,,,,
38718675,2023-05-01,0,0,,,,
36642468,2023-03-01,191.33,0,,,,
37490429,2023-06-01,20,20,,,,
39417647,2023-06-01,0,0,,,,
40444610,2023-06-01,,785.17,,,,
36570173,2023-05-01,20,20,,,,
37792175,2023-03-01,,6162.83,,,,
36750789,2023-02-01,,4.52,,,,
35547574,2023-01-01,,6.01,,,,
35408841,2023-05-01,0.29,119.81,,,0.29,119.81
35973484,2023-02-01,3.05,3.05,,,,
40131842,2023-05-01,,1020,,,,
36726356,2023-03-01,0,75.61,,,,
37946024,2023-03-01,,15020,,,,
40279232,2023-05-01,,0,,,,
37878027,2023-06-01,23.11,5795,,,,
35522543,2023-06-01,828.2,57.77,,,,
35957965,2023-02-01,0,1.42,,,,
36271639,2023-04-01,0.02,0.02,,,,
36201933,2023-05-01,0.84,0.89,,,,
38223406,2023-05-01,0,0,,,,
40500013,2023-06-01,,31.58,,10.03,,21.55
36993845,2023-04-01,0,427.41,,,,
36726221,2023-02-01,,5356.8,,,,
35710509,2023-06-01,0,0,,,,
35659659,2023-06-01,2673.19,2673.19,,,,
40593860,2023-06-01,,2.16,,,,
37894147,2023-06-01,25,25,,,,
36575167,2023-06-01,217.29,273.04,,,,
36258596,2023-04-01,8.79,8.77,,,,
35419799,2023-05-01,0,5.44,,,,
35521488,2023-03-01,50.75,194.89,,,,
36546344,2023-03-01,1.88,8.79,,,,
35479120,2023-02-01,0,0,,,,
37752891,2023-04-01,,2724.18,,,,
35507080,2023-06-01,3959.1,1511.15,,,,
35434706,2023-05-01,4.09,4.1,,,,
35385308,2023-02-01,0,0.88,,,,
35904733,2023-06-01,5.83,4.24,,,,
35997170,2023-02-01,200,200,,,,
38807761,2023-05-01,20,20,,,,
35799719,2023-02-01,20,1058.85,,,,
35608486,2023-04-01,3,3,,,,
37103074,2023-04-01,0,0,,,,
35705982,2023-05-01,0.13,0.13,,,,
35997170,2023-05-01,200,200,,,,
35271412,2023-03-01,767.06,684.83,,,,
35388706,2023-04-01,213.46,0,,,,
39072648,2023-05-01,1500,0,,,,
36639310,2023-05-01,13,13,,,,
36793452,2023-05-01,,10.23,,,,
38223528,2023-04-01,20,0,,,,
36549107,2023-04-01,0,0,,,,
38321157,2023-04-01,,20,,,,
40255641,2023-05-01,,15.65,,,,
35941375,2023-05-01,2301.43,880.24,,,,
37878085,2023-04-01,0,0,,,,
35846617,2023-03-01,369.22,10,,,,
36505875,2023-05-01,63,63,,,,
40366514,2023-06-01,,78.67,,,,
37595956,2023-06-01,0,0,,,,
37757039,2023-04-01,0,0,,,,
36351557,2023-06-01,0,0,,,,
36090097,2023-06-01,0,0,,,,
40498896,2023-06-01,,20,,,,
40538405,2023-06-01,,15.74,,,,
39205393,2023-04-01,,0,,,,
38633066,2023-04-01,,929.26,,,,
36100370,2023-03-01,1.3,7.3,,,,
35558075,2023-04-01,0,0,,,,
37701028,2023-05-01,25.97,6.36,,,,
38067481,2023-04-01,0,0,,,,
35475337,2023-04-01,0,0,,,,
37372296,2023-05-01,0,0,,,,
35770868,2023-04-01,7.13,7.13,,,,
38164377,2023-04-01,,8.77,,,,
35389559,2023-03-01,10.73,10.64,,,,
38344872,2023-05-01,0,0,,,,
38228004,2023-04-01,0,27.86,,,,
38239675,2023-05-01,50,50,,,,
38381786,2023-05-01,0,522.53,,,,
38328821,2023-05-01,0,0,,,,
36077388,2023-05-01,0,0,,,,
35937726,2023-03-01,0,0,,,,
36071142,2023-06-01,0,0,,,,
39161788,2023-06-01,0,0,,,,
40426489,2023-06-01,,0,,,,
38505806,2023-06-01,0,0,,,,
38131385,2023-06-01,0,0,,,,
38867787,2023-06-01,0,0,,,,
37227275,2023-06-01,5.09,5.09,,,,
39663119,2023-06-01,23.38,37.45,,,,
40568675,2023-06-01,,12.92,,,,
36814031,2023-04-01,1338.95,1317.2,,,,
35285348,2023-04-01,0.5,0.5,,,,
36771763,2023-05-01,0,0,,,,
38221373,2023-05-01,0,0,,,,
38107797,2023-03-01,,8,,,,
39433389,2023-05-01,,0,,,,
38219966,2023-04-01,20,3.41,,,,
37338068,2023-04-01,27.58,27.58,,,,
35315675,2023-03-01,0,0,,,,
39102663,2023-06-01,0,0,,,,
36577951,2023-06-01,0,0,,,,
39034282,2023-06-01,0,0,,,,
36805861,2023-02-01,,29.45,,,,
37268874,2023-03-01,,152.28,,,,
35256925,2023-05-01,17.25,16.88,,,,
35344715,2023-06-01,13.1,1.66,,,,
40266110,2023-06-01,10.49,10.49,,,,
36793518,2023-02-01,,20,,,,
36989505,2023-06-01,0,0,,,,
35576072,2023-03-01,2.47,2.47,,,,
36052518,2023-04-01,1237.91,0,,,,
37452488,2023-03-01,,0,,,,
37808054,2023-04-01,0,0,,,,
35779031,2023-01-01,,0,,,,
38249778,2023-06-01,0.69,0,,,,
38071127,2023-06-01,0,0,,,,
38695096,2023-06-01,0,145.29,,,,
39519134,2023-05-01,,0,,,,
36066852,2023-03-01,0,0,,,,
35396793,2023-02-01,20,20,,,,
40826358,2023-06-01,,1.91,,,,
38216308,2023-06-01,2069.72,1193.27,,,,
37776686,2023-06-01,10,10,,,,
38066524,2023-06-01,17.18,17.23,,,,
39729036,2023-06-01,513.9,10331.62,,,,
35252542,2023-06-01,0,0,,,,
35868304,2023-02-01,,20,,,,
36098082,2023-01-01,,0,,,,
36484076,2023-04-01,0,0,,,,
35519557,2023-03-01,-3.21,3.3,,,,
36423165,2023-02-01,,19204.38,,,,
36378252,2023-06-01,2288.42,506.75,,,,
37195257,2023-06-01,0,0,,,,
41235943,2023-06-01,,0,,,,
37438982,2023-06-01,7.59,7.59,,,,
36543257,2023-03-01,0,318,,,,
37569760,2023-06-01,123.68,46.71,,,,
39860540,2023-06-01,247.55,23.71,,,,
39200345,2023-06-01,8.61,8.61,,,,
36508478,2023-02-01,,20.09,,,,
39620396,2023-05-01,,4.4,,,,
35764459,2023-04-01,0,10.91,,,,
37244164,2023-04-01,0,0,,,,
37589919,2023-03-01,,49.63,,,,
38058132,2023-06-01,0,0,,,,
39111335,2023-05-01,4.11,0,,,,
36603479,2023-04-01,1251,1251,,,,
37261155,2023-05-01,1173.36,113.87,,,,
38149923,2023-04-01,20,0,,,,
35608486,2023-03-01,3,3,,,,
39945896,2023-06-01,24.92,92.94,,,,
38630904,2023-06-01,3690.52,8899.34,,,,
38531788,2023-06-01,0,0,,,,
37562666,2023-03-01,,20,,,,
35533198,2023-04-01,1.7,1.67,,,,
37310508,2023-04-01,40,11.02,,,,
36560209,2023-04-01,32.31,32.28,,,,
36351557,2023-04-01,0,0,,,,
36507310,2023-03-01,0,0,,,,
35869670,2023-01-01,,989.46,,,,
37024388,2023-03-01,0,0,,,,
36348030,2023-04-01,136.22,688.75,,,,
37419112,2023-03-01,,0,,,,
36737855,2023-02-01,,0,,,,
36789080,2023-05-01,0,0,,,,
36359961,2023-02-01,,0,,,,
41082375,2023-06-01,,1.54,,,,
36826256,2023-03-01,7.1,0,,,,
37974002,2023-05-01,0,0,,,,
39163389,2023-04-01,,0,,,,
37460626,2023-05-01,0,52.5,,,,
35466009,2023-06-01,0,0,,,,
37366791,2023-03-01,,20,,,,
39167824,2023-05-01,0,0,,,,
36719867,2023-05-01,534.49,7154.15,,,,
39142092,2023-05-01,,0.36,,,,
35885670,2023-03-01,20,20,,,,
38670958,2023-05-01,364.71,108.4,,,,
35466009,2023-05-01,0,0,,,,
35937726,2023-01-01,,0,,,,
35989248,2023-05-01,0,50,,,,
40445526,2023-06-01,,0,,,,
38441900,2023-04-01,,52.39,,,,
37450964,2023-03-01,,1227.17,,,,
36443187,2023-05-01,1435.6,1418.46,,,,
39696250,2023-06-01,90.36,238.84,,,,
37728887,2023-06-01,3.8,5.75,,,,
35297825,2023-03-01,0,0,,,,
36053564,2023-01-01,,4.64,,,,
